clueweb12-0000tw-00-00008	Holy Spirit	<http://www.wikidata.org/entity/Q46635694>
clueweb12-0000tw-00-00008	Count Statistics Whats	<http://www.wikidata.org/entity/Q39807979>
clueweb12-0000tw-00-00008	Barely	<http://www.wikidata.org/entity/Q4860418>
clueweb12-0000tw-00-00008	Word	<http://www.wikidata.org/entity/Q56236549>
clueweb12-0000tw-00-00008	Temptation	<http://www.wikidata.org/entity/Q12621138>
clueweb12-0000tw-00-00008	Casting Crowns	<http://www.wikidata.org/entity/Q5049950>
clueweb12-0000tw-00-00009	Bucket	<http://www.wikidata.org/entity/Q64557085>
clueweb12-0000tw-00-00009	Computer Progeammer World	<http://www.wikidata.org/entity/Q72558934>
clueweb12-0000tw-00-00009	Lessons	<http://www.wikidata.org/entity/Q3454672>
clueweb12-0000tw-00-00009	Small World	<http://www.wikidata.org/entity/Q52034839>
clueweb12-0000tw-00-00009	Heck	<http://www.wikidata.org/entity/Q1592947>
clueweb12-0000tw-00-00009	Walt Disney World	<http://www.wikidata.org/entity/Q3565653>
clueweb12-0000tw-00-00009	Bedtime	<http://www.wikidata.org/entity/Q14622019>
clueweb12-0000tw-00-00009	Disney Princess	<http://www.wikidata.org/entity/Q1140303>
clueweb12-0000tw-00-00009	AdSense	<http://www.wikidata.org/entity/Q7712334>
clueweb12-0000tw-00-00009	WDW	<http://www.wikidata.org/entity/Q65951613>
clueweb12-0000tw-00-00009	Sitemeter Elegant	<http://www.wikidata.org/entity/Q1326310>
clueweb12-0000tw-00-00012	DISCOUNTS	<http://www.wikidata.org/entity/Q43753306>
clueweb12-0000tw-00-00012	Trees	<http://www.wikidata.org/entity/Q52237402>
clueweb12-0000tw-00-00012	WISH	<http://www.wikidata.org/entity/Q54994114>
clueweb12-0000tw-00-00012	Clothes Racks	<http://www.wikidata.org/entity/Q61444188>
clueweb12-0000tw-00-00012	Francine	<http://www.wikidata.org/entity/Q27964598>
clueweb12-0000tw-00-00012	TRY	<http://www.wikidata.org/entity/Q17130215>
clueweb12-0000tw-00-00012	Animal Sticks Housework Family Friends Bain	<http://www.wikidata.org/entity/Q5504116>
clueweb12-0000tw-00-00012	Recently Viewed	<http://www.wikidata.org/entity/Q3421871>
clueweb12-0000tw-00-00012	Doggie Paws	<http://www.wikidata.org/entity/Q5288357>
clueweb12-0000tw-00-00012	Zen Cart Wisdom	<http://www.wikidata.org/entity/Q8068939>
clueweb12-0000tw-00-00012	Maison Password	<http://www.wikidata.org/entity/Q17017325>
clueweb12-0000tw-00-00012	Grandparents Pets Crativit	<http://www.wikidata.org/entity/Q76442537>
clueweb12-0000tw-00-00012	TALKING	<http://www.wikidata.org/entity/Q2282684>
clueweb12-0000tw-00-00012	REGISTRY	<http://www.wikidata.org/entity/Q76201861>
clueweb12-0000tw-00-00012	Heritage Signs	<http://www.wikidata.org/entity/Q65511356>
clueweb12-0000tw-00-00012	Bath	<http://www.wikidata.org/entity/Q65572763>
clueweb12-0000tw-00-00012	Categories Dogs	<http://www.wikidata.org/entity/Q52139879>
clueweb12-0000tw-00-00012	Amour	<http://www.wikidata.org/entity/Q46791834>
clueweb12-0000tw-00-00012	Cart Family Email Christmas	<http://www.wikidata.org/entity/Q16207476>
clueweb12-0000tw-00-00012	Boys Female Sticks	<http://www.wikidata.org/entity/Q14948466>
clueweb12-0000tw-00-00013	Care Services About	<http://www.wikidata.org/entity/Q81197537>
clueweb12-0000tw-00-00013	Women International Cancer Types	<http://www.wikidata.org/entity/Q8031394>
clueweb12-0000tw-00-00013	Pages	<http://www.wikidata.org/entity/Q19385023>
clueweb12-0000tw-00-00013	Mouth	<http://www.wikidata.org/entity/Q1172211>
clueweb12-0000tw-00-00014	Human Immunodeficiency Virus	<http://www.wikidata.org/entity/Q53766878>
clueweb12-0000tw-00-00014	STDs	<http://www.wikidata.org/entity/Q39096050>
clueweb12-0000tw-00-00014	Health Care Center Treatment	<http://www.wikidata.org/entity/Q55693901>
clueweb12-0000tw-00-00014	AIDS Archives	<http://www.wikidata.org/entity/Q27718074>
clueweb12-0000tw-00-00014	AIDS Opportunistic	<http://www.wikidata.org/entity/Q72593692>
clueweb12-0000tw-00-00014	AIDS Cancel	<http://www.wikidata.org/entity/Q37506491>
clueweb12-0000tw-00-00015	Tinnitus	<http://www.wikidata.org/entity/Q3991597>
clueweb12-0000tw-00-00015	Insurance How	<http://www.wikidata.org/entity/Q1068361>
clueweb12-0000tw-00-00015	HIV Posted	<http://www.wikidata.org/entity/Q6383071>
clueweb12-0000tw-00-00015	Health Care How	<http://www.wikidata.org/entity/Q55693901>
clueweb12-0000tw-00-00016	AIDS Cancer	<http://www.wikidata.org/entity/Q36499150>
clueweb12-0000tw-00-00016	Defenseless	<http://www.wikidata.org/entity/Q49163083>
clueweb12-0000tw-00-00016	Health Care Additional	<http://www.wikidata.org/entity/Q55693901>
clueweb12-0000tw-00-00016	Care AIDS	<http://www.wikidata.org/entity/Q15755470>
clueweb12-0000tw-00-00017	AIDS About Aids	<http://www.wikidata.org/entity/Q69934975>
clueweb12-0000tw-00-00017	Symptomatic	<http://www.wikidata.org/entity/Q3979117>
clueweb12-0000tw-00-00017	For Women International Cancer Types	<http://www.wikidata.org/entity/Q8031394>
clueweb12-0000tw-00-00017	Cervical	<http://www.wikidata.org/entity/Q5065326>
clueweb12-0000tw-00-00017	Health Insurance Medical Insurance Cheap Hiv	<http://www.wikidata.org/entity/Q30084172>
clueweb12-0000tw-00-00017	Categories Tags	<http://www.wikidata.org/entity/Q8503571>
clueweb12-0000tw-00-00017	AIDS Health Care Technology	<http://www.wikidata.org/entity/Q55693901>
clueweb12-0000tw-00-00017	Medical Insurance Health Insurance Stages	<http://www.wikidata.org/entity/Q30084172>
clueweb12-0000tw-00-00017	Health	<http://www.wikidata.org/entity/Q5690430>
clueweb12-0000tw-00-00018	Tcell	<http://www.wikidata.org/entity/Q4050760>
clueweb12-0000tw-00-00018	Skin Cancer Search	<http://www.wikidata.org/entity/Q51564001>
clueweb12-0000tw-00-00018	Esophageal Cancer Posted	<http://www.wikidata.org/entity/Q6383071>
clueweb12-0000tw-00-00018	Cancer Health Insurance Medical Insurance Cheap Hiv	<http://www.wikidata.org/entity/Q39599489>
clueweb12-0000tw-00-00018	HIVinfected Berlin Patient	<http://www.wikidata.org/entity/Q2435296>
clueweb12-0000tw-00-00018	Cancer Health Care Health Insurance Cheap	<http://www.wikidata.org/entity/Q55693901>
clueweb12-0000tw-00-00019	Aids Pages Family	<http://www.wikidata.org/entity/Q30261793>
clueweb12-0000tw-00-00019	Mental Health	<http://www.wikidata.org/entity/Q63973215>
clueweb12-0000tw-00-00019	NIMH Skin Cancer Search	<http://www.wikidata.org/entity/Q51564001>
clueweb12-0000tw-00-00019	Contact Us Women	<http://www.wikidata.org/entity/Q81540688>
clueweb12-0000tw-00-00019	Insurance Categories Tags	<http://www.wikidata.org/entity/Q18615090>
clueweb12-0000tw-00-00019	AIDS Local	<http://www.wikidata.org/entity/Q46677823>
clueweb12-0000tw-00-00019	Cancer	<http://www.wikidata.org/entity/Q161701>
clueweb12-0000tw-00-00019	Healthcare Health	<http://www.wikidata.org/entity/Q58559453>
clueweb12-0000tw-00-00019	Healthcare Medical Insurance Health Insurance Stages	<http://www.wikidata.org/entity/Q30084172>
clueweb12-0000tw-00-00019	National Institute	<http://www.wikidata.org/entity/Q6973557>
clueweb12-0000tw-00-00019	Center	<http://www.wikidata.org/entity/Q2087867>
clueweb12-0000tw-00-00019	Health Insurance Coverage	<http://www.wikidata.org/entity/Q49972947>
clueweb12-0000tw-00-00020	Healthcare	<http://www.wikidata.org/entity/Q57896448>
clueweb12-0000tw-00-00020	Website Health	<http://www.wikidata.org/entity/Q60957036>
clueweb12-0000tw-00-00020	Care Management	<http://www.wikidata.org/entity/Q55693901>
clueweb12-0000tw-00-00020	Arithmetic	<http://www.wikidata.org/entity/Q11205>
clueweb12-0000tw-00-00020	Insurance United	<http://www.wikidata.org/entity/Q30294934>
clueweb12-0000tw-00-00021	Cancer Health Care Center Health	<http://www.wikidata.org/entity/Q55693901>
clueweb12-0000tw-00-00021	Insurance Health Insurance Medical Insurance Cheap Hiv	<http://www.wikidata.org/entity/Q39599489>
clueweb12-0000tw-00-00021	Health Insurance Plan	<http://www.wikidata.org/entity/Q7094680>
clueweb12-0000tw-00-00021	Health Care Posted	<http://www.wikidata.org/entity/Q55693901>
clueweb12-0000tw-00-00022	Insurance Medical Insurance Cheap Hiv	<http://www.wikidata.org/entity/Q39599489>
clueweb12-0000tw-00-00022	Imran Khan Colorectal	<http://www.wikidata.org/entity/Q1660487>
clueweb12-0000tw-00-00022	Aids Health Care	<http://www.wikidata.org/entity/Q55693901>
clueweb12-0000tw-00-00022	Thyroid Cancer	<http://www.wikidata.org/entity/Q56554241>
clueweb12-0000tw-00-00022	Nurses How	<http://www.wikidata.org/entity/Q80632467>
clueweb12-0000tw-00-00022	Private	<http://www.wikidata.org/entity/Q2935601>
clueweb12-0000tw-00-00023	Cheap Hiv	<http://www.wikidata.org/entity/Q51049490>
clueweb12-0000tw-00-00023	Indemnity	<http://www.wikidata.org/entity/Q708399>
clueweb12-0000tw-00-00023	Insurance Home	<http://www.wikidata.org/entity/Q18349878>
clueweb12-0000tw-00-00023	Populace	<http://www.wikidata.org/entity/Q68390280>
clueweb12-0000tw-00-00023	Health Insurance Medical	<http://www.wikidata.org/entity/Q30084172>
clueweb12-0000tw-00-00023	Corporation	<http://www.wikidata.org/entity/Q55246708>
clueweb12-0000tw-00-00024	Health Bill	<http://www.wikidata.org/entity/Q50295727>
clueweb12-0000tw-00-00024	Kansas City Star	<http://www.wikidata.org/entity/Q3521457>
clueweb12-0000tw-00-00025	Retired Persons	<http://www.wikidata.org/entity/Q54608319>
clueweb12-0000tw-00-00025	Insurance Stage	<http://www.wikidata.org/entity/Q1068361>
clueweb12-0000tw-00-00025	Bladder Cancer Health Care Health Insurance Cheap	<http://www.wikidata.org/entity/Q55693901>
clueweb12-0000tw-00-00025	Women Health Sports Cancer Disease Uterine	<http://www.wikidata.org/entity/Q45744237>
clueweb12-0000tw-00-00025	Health Insurance	<http://www.wikidata.org/entity/Q30084172>
clueweb12-0000tw-00-00025	AIDS Baby	<http://www.wikidata.org/entity/Q73977203>
clueweb12-0000tw-00-00025	Symptoms Of Cancer	<http://www.wikidata.org/entity/Q48902022>
clueweb12-0000tw-00-00025	Baby Boomers	<http://www.wikidata.org/entity/Q797819>
clueweb12-0000tw-00-00025	Clearness	<http://www.wikidata.org/entity/Q52441531>
clueweb12-0000tw-00-00025	Bladder	<http://www.wikidata.org/entity/Q19689289>
clueweb12-0000tw-00-00025	Care Technology Health	<http://www.wikidata.org/entity/Q55693901>
clueweb12-0000tw-00-00025	Metastatic	<http://www.wikidata.org/entity/Q38668174>
clueweb12-0000tw-00-00026	New Zealand	<http://www.wikidata.org/entity/Q58034178>
clueweb12-0000tw-00-00026	New Zealand Ministry	<http://www.wikidata.org/entity/Q1937213>
clueweb12-0000tw-00-00026	Palliative Care Health	<http://www.wikidata.org/entity/Q55693901>
clueweb12-0000tw-00-00026	Cancer Ache	<http://www.wikidata.org/entity/Q24406580>
clueweb12-0000tw-00-00026	Palliative Care	<http://www.wikidata.org/entity/Q5629906>
clueweb12-0000tw-00-00026	Palliative	<http://www.wikidata.org/entity/Q24017952>
clueweb12-0000tw-00-00026	Manatu Hauora	<http://www.wikidata.org/entity/Q1585622>
clueweb12-0000tw-00-00026	New Zealand PCNNZ	<http://www.wikidata.org/entity/Q58034178>
clueweb12-0000tw-00-00026	Aids	<http://www.wikidata.org/entity/Q18350543>
clueweb12-0000tw-00-00026	Recent Comments Stage	<http://www.wikidata.org/entity/Q72915486>
clueweb12-0000tw-00-00026	ACC Accident Compensation Corporation	<http://www.wikidata.org/entity/Q4672556>
clueweb12-0000tw-00-00026	Of Cancer	<http://www.wikidata.org/entity/Q1342955>
clueweb12-0000tw-00-00027	Brain Cancer One	<http://www.wikidata.org/entity/Q38799075>
clueweb12-0000tw-00-00027	Women International Cancer Types With	<http://www.wikidata.org/entity/Q55489607>
clueweb12-0000tw-00-00027	Insurance Benefits	<http://www.wikidata.org/entity/Q72033066>
clueweb12-0000tw-00-00027	United HealthCare	<http://www.wikidata.org/entity/Q74815630>
clueweb12-0000tw-00-00027	United Healthcare Health	<http://www.wikidata.org/entity/Q43706794>
clueweb12-0000tw-00-00027	Health Care The United	<http://www.wikidata.org/entity/Q55693901>
clueweb12-0000tw-00-00027	HIV Women Health Center Blood Cancer Dental	<http://www.wikidata.org/entity/Q74362652>
clueweb12-0000tw-00-00028	Susan	<http://www.wikidata.org/entity/Q71750774>
clueweb12-0000tw-00-00028	Charlotte Hayley	<http://www.wikidata.org/entity/Q2113029>
clueweb12-0000tw-00-00028	Care Jobs Health	<http://www.wikidata.org/entity/Q55693901>
clueweb12-0000tw-00-00028	Health Insurance Benefits Health	<http://www.wikidata.org/entity/Q30084172>
clueweb12-0000tw-00-00028	Estee Lauder	<http://www.wikidata.org/entity/Q285493>
clueweb12-0000tw-00-00028	Health Care	<http://www.wikidata.org/entity/Q55693901>
clueweb12-0000tw-00-00028	Testicular Cancer Theres	<http://www.wikidata.org/entity/Q18225243>
clueweb12-0000tw-00-00028	AIDS Posted	<http://www.wikidata.org/entity/Q6383071>
clueweb12-0000tw-00-00029	Care Health Care	<http://www.wikidata.org/entity/Q55693901>
clueweb12-0000tw-00-00029	Cancer Health Insurance Medical	<http://www.wikidata.org/entity/Q30084172>
clueweb12-0000tw-00-00029	Cancer Health Care Jobs Health	<http://www.wikidata.org/entity/Q55693901>
clueweb12-0000tw-00-00029	Dental	<http://www.wikidata.org/entity/Q5259388>
clueweb12-0000tw-00-00029	Relax	<http://www.wikidata.org/entity/Q2142550>
clueweb12-0000tw-00-00029	Comments	<http://www.wikidata.org/entity/Q82935536>
clueweb12-0000tw-00-00030	Insurance Medical	<http://www.wikidata.org/entity/Q46941323>
clueweb12-0000tw-00-00030	Uterine Cancer	<http://www.wikidata.org/entity/Q72487152>
clueweb12-0000tw-00-00030	Health Insurance Plan United Healthcare Cancer	<http://www.wikidata.org/entity/Q55382725>
clueweb12-0000tw-00-00030	Health Care Cancer Symptoms Note	<http://www.wikidata.org/entity/Q55693901>
clueweb12-0000tw-00-00030	Ache	<http://www.wikidata.org/entity/Q24406580>
clueweb12-0000tw-00-00030	Insurance Medical Insurance	<http://www.wikidata.org/entity/Q33228608>
clueweb12-0000tw-00-00030	Numerous	<http://www.wikidata.org/entity/Q81844615>
clueweb12-0000tw-00-00030	Uterine	<http://www.wikidata.org/entity/Q43192255>
clueweb12-0000tw-00-00030	Aids Pages Ache	<http://www.wikidata.org/entity/Q24406580>
clueweb12-0000tw-00-00030	Of Cancer Name	<http://www.wikidata.org/entity/Q38100115>
clueweb12-0000tw-00-00030	AIDS Action	<http://www.wikidata.org/entity/Q27717270>
clueweb12-0000tw-00-00030	Thyroid Cancer TO	<http://www.wikidata.org/entity/Q55205980>
clueweb12-0000tw-00-00031	HIV	<http://www.wikidata.org/entity/Q15787>
clueweb12-0000tw-00-00031	Esophageal Cancer	<http://www.wikidata.org/entity/Q73670288>
clueweb12-0000tw-00-00031	Care Technology	<http://www.wikidata.org/entity/Q22030355>
clueweb12-0000tw-00-00031	Insurance Causes	<http://www.wikidata.org/entity/Q66975196>
clueweb12-0000tw-00-00031	Leukemia	<http://www.wikidata.org/entity/Q6534498>
clueweb12-0000tw-00-00031	Blood	<http://www.wikidata.org/entity/Q80235202>
clueweb12-0000tw-00-00031	Hodgkins	<http://www.wikidata.org/entity/Q10297753>
clueweb12-0000tw-00-00031	Breast Cancer	<http://www.wikidata.org/entity/Q62027640>
clueweb12-0000tw-00-00031	Archives Health Insurance Plan Cancer Types Health	<http://www.wikidata.org/entity/Q30084172>
clueweb12-0000tw-00-00033	US Stocks Slump	<http://www.wikidata.org/entity/Q6133020>
clueweb12-0000tw-00-00033	Fox Business Utah	<http://www.wikidata.org/entity/Q5476623>
clueweb12-0000tw-00-00033	San Antonio Express New York Times Mortgage	<http://www.wikidata.org/entity/Q83490349>
clueweb12-0000tw-00-00033	Associated	<http://www.wikidata.org/entity/Q4809150>
clueweb12-0000tw-00-00033	US Banks Washington Post	<http://www.wikidata.org/entity/Q166032>
clueweb12-0000tw-00-00033	Chron USA	<http://www.wikidata.org/entity/Q19894647>
clueweb12-0000tw-00-00033	Greece	<http://www.wikidata.org/entity/Q36902901>
clueweb12-0000tw-00-00033	US News Magazine Basic Banks	<http://www.wikidata.org/entity/Q17016701>
clueweb12-0000tw-00-00033	Times Business Banks	<http://www.wikidata.org/entity/Q56236407>
clueweb12-0000tw-00-00033	Les Christie	<http://www.wikidata.org/entity/Q3234618>
clueweb12-0000tw-00-00033	Insurance	<http://www.wikidata.org/entity/Q78651019>
clueweb12-0000tw-00-00033	Rapid City Journal	<http://www.wikidata.org/entity/Q7294142>
clueweb12-0000tw-00-00033	Richard Drew	<http://www.wikidata.org/entity/Q53350768>
clueweb12-0000tw-00-00033	USA	<http://www.wikidata.org/entity/Q2195271>
clueweb12-0000tw-00-00033	Science Their	<http://www.wikidata.org/entity/Q38135444>
clueweb12-0000tw-00-00033	Greece Greece	<http://www.wikidata.org/entity/Q39611753>
clueweb12-0000tw-00-00033	Athens	<http://www.wikidata.org/entity/Q19917459>
clueweb12-0000tw-00-00033	Spotlight Student Loans	<http://www.wikidata.org/entity/Q16991836>
clueweb12-0000tw-00-00033	Ball State Daily News	<http://www.wikidata.org/entity/Q5209318>
clueweb12-0000tw-00-00033	Nicholas Paphitis	<http://www.wikidata.org/entity/Q20524786>
clueweb12-0000tw-00-00033	Billion Mortgage Settlement	<http://www.wikidata.org/entity/Q59598910>
clueweb12-0000tw-00-00033	Mortgage Companies Entertainment Thomson Reuters Powered	<http://www.wikidata.org/entity/Q1141267>
clueweb12-0000tw-00-00033	CNN Greece	<http://www.wikidata.org/entity/Q48340>
clueweb12-0000tw-00-00034	Times Mortgage	<http://www.wikidata.org/entity/Q38094936>
clueweb12-0000tw-00-00034	Make Concessions	<http://www.wikidata.org/entity/Q1221457>
clueweb12-0000tw-00-00034	European Central Bank	<http://www.wikidata.org/entity/Q8901>
clueweb12-0000tw-00-00034	Technology Science	<http://www.wikidata.org/entity/Q689027>
clueweb12-0000tw-00-00034	Rapid City Journal Obama	<http://www.wikidata.org/entity/Q7294142>
clueweb12-0000tw-00-00034	Bankers	<http://www.wikidata.org/entity/Q806736>
clueweb12-0000tw-00-00034	Student	<http://www.wikidata.org/entity/Q64587267>
clueweb12-0000tw-00-00034	Statements	<http://www.wikidata.org/entity/Q7603972>
clueweb12-0000tw-00-00034	Slams	<http://www.wikidata.org/entity/Q29097909>
clueweb12-0000tw-00-00034	Greek	<http://www.wikidata.org/entity/Q1346776>
clueweb12-0000tw-00-00034	Ackermann Avoids	<http://www.wikidata.org/entity/Q341809>
clueweb12-0000tw-00-00034	Draghi	<http://www.wikidata.org/entity/Q1254719>
clueweb12-0000tw-00-00034	Rates New York Times	<http://www.wikidata.org/entity/Q81565726>
clueweb12-0000tw-00-00034	Lenders Off Hook	<http://www.wikidata.org/entity/Q25379325>
clueweb12-0000tw-00-00034	BusinessWeek Log	<http://www.wikidata.org/entity/Q6666781>
clueweb12-0000tw-00-00034	Period Over	<http://www.wikidata.org/entity/Q75510451>
clueweb12-0000tw-00-00034	Student Loan	<http://www.wikidata.org/entity/Q59700710>
clueweb12-0000tw-00-00034	Central Banks	<http://www.wikidata.org/entity/Q3359379>
clueweb12-0000tw-00-00034	US News Magazine Basic Email	<http://www.wikidata.org/entity/Q17016701>
clueweb12-0000tw-00-00034	Fox Business	<http://www.wikidata.org/entity/Q5476623>
clueweb12-0000tw-00-00034	Money Morning	<http://www.wikidata.org/entity/Q61247627>
clueweb12-0000tw-00-00034	Topics Name Made Possible	<http://www.wikidata.org/entity/Q6726688>
clueweb12-0000tw-00-00034	Ackermann Shuns	<http://www.wikidata.org/entity/Q341809>
clueweb12-0000tw-00-00034	Washington Post Central Banks	<http://www.wikidata.org/entity/Q3497789>
clueweb12-0000tw-00-00034	Hassle	<http://www.wikidata.org/entity/Q5680076>
clueweb12-0000tw-00-00034	NYSE	<http://www.wikidata.org/entity/Q10593835>
clueweb12-0000tw-00-00034	Draghi Criticizes Virility	<http://www.wikidata.org/entity/Q1254719>
clueweb12-0000tw-00-00035	Solar Says Plant Sale	<http://www.wikidata.org/entity/Q65074422>
clueweb12-0000tw-00-00035	CNN	<http://www.wikidata.org/entity/Q48340>
clueweb12-0000tw-00-00035	Ball State Daily News Health	<http://www.wikidata.org/entity/Q5209318>
clueweb12-0000tw-00-00035	Trouble for Bank	<http://www.wikidata.org/entity/Q3999783>
clueweb12-0000tw-00-00035	Wall Street Journal Cancel	<http://www.wikidata.org/entity/Q164746>
clueweb12-0000tw-00-00035	First Solar	<http://www.wikidata.org/entity/Q1138888>
clueweb12-0000tw-00-00035	Steve Hargreaves	<http://www.wikidata.org/entity/Q58959105>
clueweb12-0000tw-00-00035	Times Business Privacy Policy Website	<http://www.wikidata.org/entity/Q5001800>
clueweb12-0000tw-00-00035	Chicago Tribune	<http://www.wikidata.org/entity/Q47596>
clueweb12-0000tw-00-00036	Detroit	<http://www.wikidata.org/entity/Q64161404>
clueweb12-0000tw-00-00036	DailyFinance San Francisco Chronicle Iowa	<http://www.wikidata.org/entity/Q139103>
clueweb12-0000tw-00-00036	Frantic Talks Led	<http://www.wikidata.org/entity/Q74124540>
clueweb12-0000tw-00-00036	Seattle Times Trending Topics Name Made Possible By Insurance	<http://www.wikidata.org/entity/Q221718>
clueweb12-0000tw-00-00037	Washington Post	<http://www.wikidata.org/entity/Q166032>
clueweb12-0000tw-00-00037	Miss	<http://www.wikidata.org/entity/Q37266749>
clueweb12-0000tw-00-00037	Card MarketWatch	<http://www.wikidata.org/entity/Q17068426>
clueweb12-0000tw-00-00037	Chron	<http://www.wikidata.org/entity/Q19894647>
clueweb12-0000tw-00-00037	Fitch Publishes Fourth	<http://www.wikidata.org/entity/Q15819969>
clueweb12-0000tw-00-00037	Twin Cities Planet Powered	<http://www.wikidata.org/entity/Q61754979>
clueweb12-0000tw-00-00037	Utah	<http://www.wikidata.org/entity/Q22111365>
clueweb12-0000tw-00-00037	US News Magazine Basic	<http://www.wikidata.org/entity/Q17016701>
clueweb12-0000tw-00-00037	Spotlight PARIS	<http://www.wikidata.org/entity/Q19363858>
clueweb12-0000tw-00-00037	NYSE Euronext	<http://www.wikidata.org/entity/Q13683>
clueweb12-0000tw-00-00037	Student Loans	<http://www.wikidata.org/entity/Q59671959>
clueweb12-0000tw-00-00038	Ball State Daily News Stocks	<http://www.wikidata.org/entity/Q5209318>
clueweb12-0000tw-00-00038	Orlando Sentinel Factors Affecting Insurance	<http://www.wikidata.org/entity/Q746424>
clueweb12-0000tw-00-00038	LinkedIn Health	<http://www.wikidata.org/entity/Q213660>
clueweb12-0000tw-00-00038	Arrowhead Student Loans	<http://www.wikidata.org/entity/Q81840043>
clueweb12-0000tw-00-00038	German	<http://www.wikidata.org/entity/Q21958351>
clueweb12-0000tw-00-00038	DailyFinance Iowa	<http://www.wikidata.org/entity/Q828268>
clueweb12-0000tw-00-00039	Times Business Privacy Policy Website Total	<http://www.wikidata.org/entity/Q56236407>
clueweb12-0000tw-00-00039	Register Total	<http://www.wikidata.org/entity/Q78649727>
clueweb12-0000tw-00-00039	Caroline Jacobs	<http://www.wikidata.org/entity/Q77261694>
clueweb12-0000tw-00-00039	Student Loan Grace Period	<http://www.wikidata.org/entity/Q59700710>
clueweb12-0000tw-00-00039	Featured News Lenders	<http://www.wikidata.org/entity/Q1817465>
clueweb12-0000tw-00-00039	Reuters	<http://www.wikidata.org/entity/Q1509580>
clueweb12-0000tw-00-00039	Bloomberg Iowa	<http://www.wikidata.org/entity/Q22339051>
clueweb12-0000tw-00-00039	PARIS Reuters French	<http://www.wikidata.org/entity/Q1509580>
clueweb12-0000tw-00-00039	Wall Street Journal Irish Times	<http://www.wikidata.org/entity/Q164746>
clueweb12-0000tw-00-00039	Muriel Boselli	<http://www.wikidata.org/entity/Q409828>
clueweb12-0000tw-00-00040	Science	<http://www.wikidata.org/entity/Q56480157>
clueweb12-0000tw-00-00040	US News Questions	<http://www.wikidata.org/entity/Q53154487>
clueweb12-0000tw-00-00040	Haiti Fund Magazine Basic Email	<http://www.wikidata.org/entity/Q54624308>
clueweb12-0000tw-00-00040	Over Allotment	<http://www.wikidata.org/entity/Q1749249>
clueweb12-0000tw-00-00040	Haiti	<http://www.wikidata.org/entity/Q28554186>
clueweb12-0000tw-00-00040	Wyclef Jean	<http://www.wikidata.org/entity/Q202663>
clueweb12-0000tw-00-00040	Wake	<http://www.wikidata.org/entity/Q7960960>
clueweb12-0000tw-00-00040	Yele	<http://www.wikidata.org/entity/Q36942>
clueweb12-0000tw-00-00040	CBS News Wyclef Jean	<http://www.wikidata.org/entity/Q202663>
clueweb12-0000tw-00-00040	Fox SP	<http://www.wikidata.org/entity/Q64956880>
clueweb12-0000tw-00-00040	Questionable	<http://www.wikidata.org/entity/Q59238795>
clueweb12-0000tw-00-00040	Wyclef Jeans Charity Cinema Blend	<http://www.wikidata.org/entity/Q5120698>
clueweb12-0000tw-00-00040	Cinema Blend	<http://www.wikidata.org/entity/Q5120698>
clueweb12-0000tw-00-00040	Mortgage Settlement	<http://www.wikidata.org/entity/Q59598910>
clueweb12-0000tw-00-00040	Report Donations	<http://www.wikidata.org/entity/Q74811403>
clueweb12-0000tw-00-00041	Sydney Morning Herald Tennessee	<http://www.wikidata.org/entity/Q390216>
